2;2;2024-02-02 11:32:43.66521;\N
3;2;2024-02-02 11:32:43.66521;\N
4;2;2024-02-02 11:32:43.66521;\N
5;2;2024-02-02 11:32:43.66521;\N
6;2;2024-02-02 11:32:43.66521;\N
7;2;2024-02-02 11:32:43.66521;\N
8;2;2024-02-02 11:32:43.66521;\N
9;2;2024-02-02 11:32:43.66521;\N
10;2;2024-02-02 11:32:43.66521;\N
11;2;2024-02-02 11:32:43.66521;\N
12;2;2024-02-02 11:32:43.66521;\N
13;2;2024-02-02 11:32:43.66521;\N
14;2;2024-02-02 11:32:43.66521;\N
15;2;2024-02-02 11:32:43.66521;\N
16;2;2024-02-02 11:32:43.66521;\N
17;2;2024-02-02 11:32:43.66521;\N
2;1;2024-02-02 11:34:17.408015;\N
14;1;2024-02-02 11:34:17.408015;\N
